sampno,locno,perno,loctype,city
70049354,10000,-1,1,PEOTONE
70049354,1000000,-1,97,BOURBONNAIS
70049355,10000,-1,1,NAPERVILLE
70049355,10002,1,2,BRACEVILLE
70049355,20002,2,2,WHEATON
70049356,10000,-1,1,ROMEOVILLE
70049356,10002,1,2,CHICAGO
70049356,10003,1,3,CHICAGO
70049356,20002,2,2,CHICAGO
70049358,10000,-1,1,NAPERVILLE
70049358,10002,1,2,VILLA PARK
70049358,30003,3,3,NAPERVILLE
70049358,40003,4,3,NAPERVILLE
70049358,2000002,-1,100,DOWNERS GROVE
70049358,3000003,-1,100,NAPERVILLE
70049359,10000,-1,1,WESTMONT
70049359,10002,1,2,CAROL STREAM
70049359,20003,2,3,GLEN ELLYN
70049359,30003,3,3,ELMHURST
70049359,40003,4,3,WESTMONT
70049359,1000000,-1,97,DOWNERS GROVE
70049359,1000001,-1,97,VILLA PARK
70049359,1000002,-1,97,OAK BROOK
70049368,10000,-1,1,NAPERVILLE
70049368,10002,1,2,NAPERVILLE
70049368,1000000,-1,97,NAPERVILLE
70049369,10000,-1,1,PALATINE
70049369,10002,1,2,FOX LAKE
70049369,2000003,-1,100,PALATINE
70049369,2000004,-1,100,LAKE VILLA
70049369,3000001,-1,100,ARLINGTON HEI
70049369,3000002,-1,100,ARLINGTON HEI
70049369,3000003,-1,100,ARLINGTON HEI
70049370,10000,-1,1,ROSELLE
70049370,20002,2,2,ROSELLE
70049370,30003,3,3,SCHAUMBURG
70049370,40003,4,3,SCHAUMBURG
70049370,50003,5,3,ROSELLE
70049370,60003,6,3,ROSELLE
70049370,2000001,-1,100,ROSELLE
70049370,2000002,-1,100,ROSELLE
70049370,2000003,-1,100,ROSELLE
70049370,2000008,-1,100,SCHAUMBURG
70049371,10000,-1,1,ST. CHARLES
70049371,10003,1,3,ELGIN
70049371,20002,2,2,HOFFMAN ESTAT
70049371,2000001,-1,100,ST. CHARLES
70049371,2000002,-1,100,CHARLES
70049371,2000004,-1,100,ST. CHARLES
70049371,2000006,-1,100,HOFFMAN ESTAT
70049371,2000008,-1,100,ST. CHARLES
70049371,2000010,-1,100,HOFFMAN ESTAT
70049371,3000001,-1,100,CHARLES
70049371,3000002,-1,100,CHARLES
70049371,3000003,-1,100,CHICAGO
70049371,3000004,-1,100,SOUTH ELGIN
70049371,3000008,-1,100,ST. CHARLES
70049371,3000009,-1,100,BARTLETT
70049371,3000010,-1,100,WEST CHICAGO
70049371,3000011,-1,100,CHARLES
70049371,3000012,-1,100,ELGIN
70049371,3000013,-1,100,CHARLES
70049371,3000015,-1,100,HOFFMAN ESTAT
70049371,3000018,-1,100,SOUTH ELGIN
70049371,3000019,-1,100,CHARLES
70049371,3000020,-1,100,CHARLES
70049371,3000021,-1,100,CHARLES
70049371,3000022,-1,100,HOFFMAN ESTAT
70049371,3000024,-1,100,ELGIN
70049378,10000,-1,1,VILLA PARK
70049378,30003,3,3,VILLA PARK
70049378,40003,4,3,LOMBARD
70049378,2000001,-1,100,CHICAGO
70049378,2000002,-1,97,OAKBROOK TERR
70049378,2000003,-1,97,OAKBROOK TERR
70049379,10000,-1,1,ADDISON
70049379,20002,2,2,NORTHLAKE
70049379,2000002,-1,100,ADDISON
70049379,2000003,-1,100,ELMHURST
70049379,2000004,-1,100,ADDISON
70049382,10000,-1,1,ISLAND LAKE
70049382,10002,1,2,HIGHLAND PARK
70049382,20002,2,2,CRYSTAL LAKE
70049382,2000006,-1,100,CHICAGO
70049382,3000001,-1,100,LAKE ZURICH
70049382,3000002,-1,100,LIBERTYVILLE
70049382,3000005,-1,100,WAUCONDA
70049386,10000,-1,1,WHEATON
70049386,10002,1,2,WHEATON
70049386,10003,1,3,GLEN ELLYN
70049386,30002,3,2,WHEATON
70049386,1000000,-1,97,WHEATON
70049386,1000001,-1,97,NAPERVILLE
70049386,1000003,-1,97,GLEN ELLYN
70049386,1000004,-1,97,NORTHLAKE
70049386,1000005,-1,97,OAK PARK
70049387,10000,-1,1,MINOOKA
70049387,10002,1,2,ROCKDALE
70049387,20002,2,2,ROCKDALE
70049387,30003,3,3,SHOREWOOD
70049387,40003,4,3,SHOREWOOD
70049387,2000003,-1,100,SHOREWOOD
70049387,2000006,-1,100,JOLIET
70049387,2000007,-1,100,JOLIET
70049387,2000010,-1,100,SHOREWOOD
70049387,2000012,-1,100,CHANNAHON
70049387,2000014,-1,100,JOLIET
70049387,2000016,-1,100,JOLIET
70049387,2000017,-1,100,JOLIET
70049387,2000019,-1,100,JOLIET
70049387,2000020,-1,100,MINOOKA
70049387,2000022,-1,100,JOLIET
70049387,2000023,-1,100,MINOOKA
70049387,3000002,-1,100,MINOOKA
70049387,3000003,-1,100,CHANNAHON
70049389,10000,-1,1,MONTGOMERY
70049389,10002,1,2,OSWEGO
70049389,1000000,-1,97,OSWEGO
70049389,1000001,-1,97,MONTGOMERY
70049389,1000002,-1,97,OSWEGO
70049389,1000003,-1,97,OSWEGO
70049390,10000,-1,1,AURORA
70049390,10002,1,2,AURORA
70049390,20002,2,2,AURORA
70049390,30002,3,2,AURORA
70049390,1000000,-1,97,AURORA
70049390,1000001,-1,97,MONTGOMERY
70049391,10000,-1,1,BOLINGBROOK
70049391,10002,1,2,LOCKPORT
70049391,10003,1,3,RIVER GROVE
70049391,30002,3,2,BATAVIA
70049391,40002,4,2,LOCKPORT
70049391,50002,5,2,WILLOWBROOK
70049391,1000000,-1,97,BOLINGBROOK
70049391,1000001,-1,97,HILLSIDE
70049393,10000,-1,1,GLENDALE HEIG
70049393,10002,1,2,ADDISON
70049393,20002,2,2,SCHAUMBURG
70049393,30002,3,2,ITASCA
70049393,2000007,-1,100,GLENDALE HEIG
70049393,2000009,-1,100,ADDISON
70049393,3000001,-1,100,BLOOMINGDALE
70049394,10000,-1,1,HUNTLEY
70049394,2000010,-1,97,GRAYSLAKE
70049394,2000011,-1,97,HUNTLEY
70049394,2000012,-1,97,HUNTLEY
70049395,10000,-1,1,HAWTHORN WOOD
70049395,10002,1,2,CHICAGO
70049395,10450,1,4,PALATINE
70049395,10451,1,4,CHICAGO
70049395,2000001,-1,100,PARK RIDGE
70049395,2000013,-1,100,PALATINE
70049395,2000014,-1,100,PALATINE
70049395,2000017,-1,100,MT PROSPECT
70049395,2000019,-1,100,CHICAGO
70049395,2000028,-1,100,DES PLAINES
70049395,2000033,-1,100,CHICAGO
70049395,2000037,-1,100,ARLINGTON HEI
70049395,2000043,-1,100,DES PLAINES
70049395,3000007,-1,100,CHICAGO
70049395,3000010,-1,100,VERNON HILLS
70049395,3000016,-1,100,PALATINE
70049395,3000018,-1,100,WHEELING
70049395,3000019,-1,100,BUFFALO GROVE
70049395,3000021,-1,100,PALATINE
70049395,3000025,-1,100,HAWTHORN WOOD
70049395,3000027,-1,100,LAKE ZURICH
70049395,3000031,-1,100,LAKE ZURICH
70049395,3000033,-1,100,LAKE ZURICH
70049395,3000036,-1,100,CHICAGO
70049395,3000037,-1,100,LINCOLNSHIRE
70049395,3000039,-1,100,BUFFALO GROVE
70049402,10000,-1,1,DOWNERS GROVE
70049402,10002,1,2,CHICAGO
70049403,10000,-1,1,WESTMONT
70049403,10002,1,2,CHICAGO
70049403,10450,1,4,DOWNERS GROVE
70049403,10451,1,4,CHICAGO
70049403,3000001,-1,100,WILLOWBROOK
70049403,3000002,-1,100,COUNTRYSIDE
70049403,3000003,-1,100,ELMWOOD PARK
70049403,3000004,-1,100,CHICAGO
70049403,3000007,-1,100,NAPERVILLE
70049403,3000008,-1,100,RIVER GROVE
70049403,3000010,-1,100,NAPERVILLE
70049403,3000013,-1,100,DOWNERS GROVE
70049403,3000014,-1,100,DOWNERS GROVE
70049403,3000017,-1,100,DARIEN
70049404,10000,-1,1,WILLOWBROOK
70049404,10002,1,2,ELMHURST
70049404,1000000,-1,97,DARIEN
70049404,1000001,-1,97,DARIEN
70049404,1000002,-1,97,DARIEN
70049405,10000,-1,1,WOODRIDGE
70049405,10002,1,2,HINSDALE
70049405,2000009,-1,100,BOLINGBROOK
70049405,2000022,-1,100,NAPERVILLE
70049405,2000024,-1,100,BOLINGBROOK
70049405,2000025,-1,100,DOWNERS GROVE
70049405,2000026,-1,97,ELMHURST
70049405,2000027,-1,97,DOWNERS GROVE
70049405,2000028,-1,97,DARIEN
70049408,10000,-1,1,ST. CHARLES
70049408,10002,1,2,MOUNT PROSPEC
70049408,20002,2,2,MOUNT PROSPEC
70049408,30003,3,3,ST. CHARLES
70049408,40003,4,3,ST. CHARLES
70049408,1000000,-1,97,BUFFALO GROVE
70049408,1000001,-1,97,ARLINGTON HEI
70049408,1000002,-1,97,ST. CHARLES
70049408,1000003,-1,97,GENEVA
70049408,1000004,-1,97,ST. CHARLES
70049408,1000005,-1,97,ST. CHARLES
70049418,10000,-1,1,PLAINFIELD
70049418,10002,1,2,LEMONT
70049418,20002,2,2,ROMEOVILLE
70049418,30003,3,3,PLAINFIELD
70049418,2000002,-1,97,PLAINFIELD
70049418,3000001,-1,100,LEMONT
70049424,10000,-1,1,OAK LAWN
70049424,1000000,-1,97,CRETE
70049424,1000001,-1,97,CHICAGO
70049426,10000,-1,1,HOMER GLEN
70049426,10002,1,2,LISLE
70049426,1000000,-1,97,DOWNERS GROVE
70049426,1000001,-1,97,NEW LENOX
70049426,1000002,-1,97,LEMONT
70049426,1000003,-1,97,ORLAND PARK
70049427,10000,-1,1,CRYSTAL LAKE
70049427,10002,1,2,CRYSTAL LAKE
70049427,2000006,-1,100,CRYSTAL LAKE
70049427,2000009,-1,100,CRYSTAL LAKE
70049427,2000011,-1,100,CRYSTAL LAKE
70049427,3000001,-1,100,CRYSTAL LAKE
70049428,10000,-1,1,NAPERVILLE
70049428,20002,2,2,JOLIET
70049428,30002,3,2,MAYWOOD
70049428,1000000,-1,97,NAPERVILLE
70049428,1000001,-1,97,AURORA
70049429,10000,-1,1,HAINESVILLE
70049429,10002,1,2,BANNOCKBURN
70049429,20002,2,2,ROUND LAKE
70049429,2000001,-1,100,MUNDELEIN
70049429,2000002,-1,100,MUNDELEIN
70049429,2000003,-1,100,GRAYSLAKE
70049429,2000005,-1,100,ROUND LAKE
70049429,3000001,-1,100,MADISON
70049429,3000007,-1,100,DEERFIELD
70049429,3000008,-1,100,LIBERTYVILLE
70049429,3000015,-1,100,MCHENRY
70049429,3000023,-1,100,ELKHORN
70049429,3000025,-1,100,SPRING GROVE
70049429,3000026,-1,100,MADISON
70049429,3000027,-1,100,MADISON
70049429,3000031,-1,100,GRAYSLAKE
70049429,3000034,-1,100,ROUND LAKE BE
70049429,3000035,-1,100,MIDDLETON
70049429,3000036,-1,100,FITCHBURG
70049429,3000053,-1,100,HAINESVILLE
70049429,3000054,-1,100,MADISON
70049431,10000,-1,1,SYCAMORE
70049431,1000000,-1,97,SYCAMORE
70049431,1000001,-1,97,SYCAMORE
70049431,1000002,-1,97,SYCAMORE
70049431,1000003,-1,97,SYCAMORE
70049431,1000004,-1,97,DEKALB
70049431,1000005,-1,97,SYCAMORE
70049432,10000,-1,1,PLAINFIELD
70049432,10002,1,2,LISLE
70049432,2000004,-1,100,PLAINFIELD
70049432,2000005,-1,100,PLAINFIELD
70049432,3000001,-1,100,OSWEGO
70049432,3000002,-1,100,PLAINFIELD
70049434,10000,-1,1,LAKE BLUFF
70049434,10002,1,2,ROLLING MEADO
70049436,10000,-1,1,PLAINFIELD
70049436,10002,1,2,CHICAGO
70049436,1000000,-1,97,ORLAND PARK
70049436,1000001,-1,97,ORLAND PARK
70049436,1000002,-1,97,SHOREWOOD
70049438,10000,-1,1,SYCAMORE
70049438,10002,1,2,AURORA
70049438,20002,2,2,DEKALB
70049438,30002,3,2,ELGIN
70049438,1000000,-1,97,SYCAMORE
70049438,1000001,-1,97,SYCAMORE
70049438,1000002,-1,97,CROWN POINT
70049439,10000,-1,1,AURORA
70049439,10002,1,2,YORKVILLE
70049439,20002,2,2,AURORA
70049439,30003,3,3,RIVER FOREST
70049439,40003,4,3,RIVER FOREST
70049439,50003,5,3,RIVER FOREST
70049439,2000007,-1,100,YORKVILLE
70049439,2000008,-1,100,YORKVILLE
70049439,2000009,-1,97,AURORA
70049442,10000,-1,1,NAPERVILLE
70049442,20002,2,2,SCHAUMBURG
70049442,30002,3,2,CHICAGO
70049442,2000002,-1,100,MANTENO
70049442,2000003,-1,100,NAPERVILLE
70049442,3000001,-1,100,NAPERVILLE
70049442,3000002,-1,100,PALATINE
70049443,10000,-1,1,JOLIET
70049443,10002,1,2,NEW LENOX
70049443,20003,2,3,JOLIET
70049443,1000000,-1,97,JOLIET
70049443,1000001,-1,97,JOLIET
70049443,1000002,-1,97,PLAINFIELD
70049443,1000003,-1,97,SHOREWOOD
70049444,10000,-1,1,WHEELING
70049444,2000001,-1,100,CARY
70049444,2000017,-1,100,NORTHBROOK
70049444,2000018,-1,100,NORTHBROOK
70049444,2000019,-1,100,SCHAUMBURG
70049444,3000002,-1,100,BUFFALO GROVE
70049444,3000003,-1,100,VERNON HILLS
70049444,3000005,-1,100,RIVERWOODS
70049444,3000006,-1,100,BUFFALO GROVE
70049444,3000007,-1,100,PALATINE
70049444,3000008,-1,100,DEERFIELD
70049444,3000009,-1,100,KILDEER
70049447,10000,-1,1,FRANKFORT
70049447,1000000,-1,97,OAK FOREST
70049447,1000001,-1,97,SOUTH BARRING
70049447,1000002,-1,97,DES PLAINES
70049448,10000,-1,1,MUNDELEIN
70049448,10002,1,2,FRANKLIN PARK
70049448,30003,3,3,BALTIMORE
70049448,40003,4,3,CLEVELAND
70049448,1000000,-1,97,PALATINE
70049448,1000001,-1,97,DEER PARK
70049448,1000002,-1,97,LAKE ZURICH
70049448,1000003,-1,97,BALTIMORE
70049448,1000004,-1,97,CLEVELAND
70049454,10000,-1,1,PLAINFIELD
70049454,1000000,-1,97,DOWNERS GROVE
70049454,1000001,-1,97,DOWNERS GROVE
70049454,1000002,-1,97,PLAINFIELD
70049454,1000003,-1,97,JOLIET
70049454,1000004,-1,97,PLAINFIELD
70049456,10000,-1,1,BURR RIDGE
70049456,10002,1,2,ELGIN
70049456,2000009,-1,100,INDIAN HEAD P
70049456,2000010,-1,100,WESTERN SPRIN
70049456,2000013,-1,100,ELGIN
70049456,2000015,-1,100,ELMHURST
70049456,2000016,-1,100,STREAMWOOD
70049456,2000017,-1,100,VILLA PARK
70049456,2000018,-1,100,OAK BROOK
70049456,2000019,-1,100,WESTCHESTER
70049456,3000001,-1,100,COUNTRYSIDE
70049456,3000002,-1,100,BURR RIDGE
70049458,10000,-1,1,CHICAGO
70049458,2000005,-1,100,CHICAGO
70049458,2000006,-1,100,CHICAGO
70049458,2000007,-1,100,CHICAGO
70049458,2000008,-1,100,CHICAGO
70049459,10000,-1,1,BOLINGBROOK
70049459,10003,1,3,CHICAGO
70049459,20002,2,2,AURORA
70049459,40002,4,2,BOLINGBROOK
70049459,60003,6,3,BOLINGBROOK
70049459,70003,7,3,BOLINGBROOK
70049459,1000000,-1,97,BOLINGBROOK
70049459,1000001,-1,97,BOLINGBROOK
70049459,1000002,-1,97,CHICAGO
70049459,1000003,-1,97,BOLINGBROOK
70049459,1000006,-1,97,NAPERVILLE
70049461,10000,-1,1,ROMEOVILLE
70049461,20003,2,3,ROMEOVILLE
70049461,30003,3,3,ROMEOVILLE
70049461,40003,4,3,ROMEOVILLE
70049461,50003,5,3,ROMEOVILLE
70049461,1000000,-1,97,AURORA
70049462,10000,-1,1,ELGIN
70049462,10002,1,2,ITASCA
70049462,20002,2,2,ELGIN
70049462,30003,3,3,ELGIN
70049462,40003,4,3,ELGIN
70049462,2000005,-1,100,HANOVER PARK
70049462,2000007,-1,100,WESTMONT
70049462,2000008,-1,100,STREAMWOOD
70049462,3000002,-1,100,HOFFMAN ESTAT
70049462,3000007,-1,100,CAROL STREAM
70049462,3000008,-1,100,BARTLETT
70049462,3000009,-1,100,ELGIN
70049462,3000012,-1,100,ELGIN
70049462,3000013,-1,100,ELGIN
70049462,3000015,-1,100,SOUTH ELGIN
70049462,3000020,-1,100,STREAMWOOD
70049462,3000021,-1,100,SCHAUMBURG
70049462,3000022,-1,100,SCHAUMBURG
70049464,10000,-1,1,DEKALB
70049464,2000001,-1,100,DEKALB
70049464,2000002,-1,100,DEKALB
70049464,2000003,-1,100,DEKALB
70049464,2000004,-1,100,AURORA
70049464,2000006,-1,100,DEKALB
70049464,2000007,-1,100,DEKALB
70049465,10000,-1,1,WINTHROP HARB
70049465,1000000,-1,97,WINTHROP HARB
70049466,10000,-1,1,HUNTLEY
70049466,10002,1,2,PALATINE
70049466,20002,2,2,BATAVIA
70049466,30003,3,3,LAKE IN THE H
70049466,40003,4,3,LAKE IN THE H
70049466,1000000,-1,97,HUNTLEY
70049466,1000001,-1,97,HUNTLEY
70049473,10000,-1,1,ROUND LAKE
70049473,10002,1,2,WHEELING
70049473,20002,2,2,INGLESIDE
70049473,30003,3,3,INGLESIDE
70049473,40003,4,3,LAKE FOREST
70049473,50002,5,2,FOX LAKE
70049473,50003,5,3,FOX LAKE
70049473,1000000,-1,97,MCHENRY
70049473,1000001,-1,97,VOLO
70049473,1000002,-1,97,MILWAUKEE
70049473,1000003,-1,97,LAKE GENEVA
70049473,1000004,-1,97,LAKE GENEVA
70049474,10000,-1,1,LOMBARD
70049474,10002,1,2,CHICAGO
70049474,10450,1,4,LOMBARD
70049474,10451,1,4,CHICAGO
70049474,20002,2,2,WEST CHICAGO
70049474,30003,3,3,LOMBARD
70049474,40003,4,3,WHEATON
70049474,1000000,-1,97,LOMBARD
70049474,1000001,-1,97,GLENDALE HEIG
70049474,1000002,-1,97,ADDISON
70049477,10000,-1,1,ZION
70049477,10002,1,2,EVANSTON
70049477,10450,1,4,ZION
70049477,10451,1,4,EVANSTON
70049477,20002,2,2,MILWAUKEE
70049483,10000,-1,1,BARRINGTON
70049483,10002,1,2,CHICAGO
70049483,2000022,-1,100,PARK RIDGE
70049483,2000025,-1,100,KILDEER
70049483,2000026,-1,100,BARRINGTON
70049485,10000,-1,1,NAPERVILLE
70049485,10002,1,2,WARRENVILLE
70049485,10003,1,3,LISLE
70049485,20002,2,2,OSWEGO
70049485,1000000,-1,97,GLEN ELLYN
70049497,10000,-1,1,WOODSTOCK
70049497,1000000,-1,97,WOODSTOCK
70049497,1000001,-1,97,WOODSTOCK
70049497,1000002,-1,97,WOODSTOCK
70049497,1000003,-1,97,WOODSTOCK
70049500,10000,-1,1,AURORA
70049500,1000000,-1,97,NAPERVILLE
70049500,1000001,-1,97,AURORA
70049500,1000002,-1,97,AURORA
70049500,1000003,-1,97,AURORA
70049500,1000005,-1,97,NAPERVILLE
70049504,10000,-1,1,LISLE
70049504,10002,1,2,CHICAGO
70049504,2000003,-1,100,NAPERVILLE
70049504,2000005,-1,100,WARRENVILLE
70049504,2000011,-1,100,NAPERVILLE
70049504,2000013,-1,100,CHICAGO
70049504,2000015,-1,100,CHICAGO
70049504,2000016,-1,100,NAPERVILLE
70049504,2000021,-1,100,NAPERVILLE
70049504,2000023,-1,100,NAPERVILLE
70049504,2000028,-1,100,LISLE
70049504,3000004,-1,100,NAPERVILLE
70049504,3000006,-1,100,NAPERVILLE
70049504,3000010,-1,100,NAPERVILLE
70049504,3000011,-1,100,NAPERVILLE
70049504,3000015,-1,100,NAPERVILLE
70049504,3000016,-1,100,NAPERVILLE
70049504,3000017,-1,100,NAPERVILLE
70049504,3000018,-1,100,NAPERVILLE
70049505,10000,-1,1,MCHENRY
70049505,1000000,-1,97,WAUCONDA
70049505,1000001,-1,97,LONG LAKE
70049505,1000002,-1,97,ISLAND LAKE
70049505,1000003,-1,97,MCHENRY
70049505,1000004,-1,97,MCHENRY
70049505,1000005,-1,97,JOHNSBURG
70049506,10000,-1,1,CHICAGO
70049506,20002,2,2,CHICAGO
70049506,30003,3,3,CHICAGO
70049506,40003,4,3,CHICAGO
70049506,2000002,-1,100,CHICAGO
70049506,2000003,-1,100,CHICAGO
70049506,2000005,-1,100,CHICAGO
70049506,2000008,-1,100,CHICAGO
70049506,2000010,-1,100,CHICAGO
70049506,2000014,-1,100,CHICAGO
70049506,2000017,-1,100,CHICAGO
70049506,2000018,-1,97,CHICAGO
70049506,2000019,-1,100,CHICAGO
70049506,3000001,-1,100,OCONOMOWOC
70049506,3000002,-1,100,WAUKESHA
70049506,3000003,-1,100,KENOSHA
70049506,3000007,-1,100,DOUSMAN
70049506,3000009,-1,100,WAUKESHA
70049506,3000010,-1,100,WAUKESHA
70049506,3000011,-1,100,GURNEE
70049510,10000,-1,1,PINGREE GROVE
70049510,10002,1,2,DEERFIELD
70049510,20002,2,2,PINGREE GROVE
70049510,2000019,-1,100,BUFFALO GROVE
70049511,10000,-1,1,SOUTH ELGIN
70049511,10002,1,2,LISLE
70049511,20003,2,3,ST. CHARLES
70049511,30003,3,3,ST. CHARLES
70049511,2000004,-1,100,ST. CHARLES
70049511,2000006,-1,100,ST. CHARLES
70049511,2000007,-1,100,ST. CHARLES
70049511,3000001,-1,100,GENEVA
70049511,3000005,-1,100,CHARLES
70049511,3000007,-1,100,CHARLES
70049511,3000009,-1,100,CHARLES
70049511,3000010,-1,100,WEST CHICAGO
70049511,3000011,-1,100,MUNDELEIN
70049511,3000012,-1,100,GENEVA
70049511,3000013,-1,100,ST CHARLES TO
70049511,3000014,-1,100,GENEVA
70049511,3000015,-1,100,SOUTH ELGIN
70049511,3000016,-1,100,CHARLES
70049511,3000017,-1,100,CHARLES
70049511,3000018,-1,100,GRAYSLAKE
70049511,3000019,-1,100,SOUTH ELGIN
70049511,3000020,-1,100,SOUTH ELGIN
70049511,3000022,-1,100,SOUTH ELGIN
70049511,3000023,-1,100,WEST CHICAGO
70049511,3000024,-1,100,CHARLES
70049511,3000025,-1,100,CAMPTON HILLS
70049514,10000,-1,1,WILLOWBROOK
70049514,10002,1,2,OAK BROOK
70049514,20002,2,2,ORLAND PARK
70049514,20003,2,3,CHICAGO
70049514,30002,3,2,BURR RIDGE
70049514,30003,3,3,HINSDALE
70049514,1000000,-1,97,PALOS HEIGHTS
70049514,1000001,-1,97,ORLAND PARK
70049516,10000,-1,1,NEW LENOX
70049516,20002,2,2,FRANKFORT
70049516,30003,3,3,ORLAND PARK
70049516,1000000,-1,97,ORLAND PARK
70049516,1000001,-1,97,SAINT JOHN
70049516,1000002,-1,97,SCHERERVILLE
70049516,1000003,-1,97,SCHERERVILLE
70049516,1000004,-1,97,SCHERERVILLE
70049516,1000005,-1,97,ORLAND PARK
70049516,1000006,-1,97,FRANKFORT
70049517,10000,-1,1,JOLIET
70049517,10002,1,2,WARRENVILLE
70049517,2000001,-1,100,WILLOW SPRING
70049517,2000008,-1,100,JOLIET
70049517,2000012,-1,100,JOLIET
70049517,2000021,-1,100,NAPERVILLE
70049517,2000023,-1,100,JOLIET
70049517,2000024,-1,100,JOLIET
70049517,3000001,-1,100,LOCKPORT
70049517,3000002,-1,100,PLAINFIELD
70049517,3000003,-1,100,JOLIET
70049517,3000004,-1,100,JOLIET
70049517,3000006,-1,100,LEMONT
70049517,3000007,-1,100,SHOREWOOD
70049517,3000008,-1,100,LEMONT
70049517,3000009,-1,100,JOLIET
70049517,3000010,-1,100,JOLIET
70049517,3000011,-1,100,JOLIET
70049518,10000,-1,1,HUNTLEY
70049518,10002,1,2,DES PLAINES
70049518,20002,2,2,DOWNERS GROVE
70049518,30003,3,3,HUNTLEY
70049518,40003,4,3,HUNTLEY
70049518,1000000,-1,97,ALGONQUIN
70049521,10000,-1,1,WEST CHICAGO
70049521,10002,1,2,WESTMONT
70049521,20002,2,2,WEST CHICAGO
70049521,30002,3,2,WEST CHICAGO
70049521,40003,4,3,WAYNE
70049521,60003,6,3,WAYNE
70049521,1000000,-1,97,LOMBARD
70049521,1000001,-1,97,LOMBARD
70049521,1000002,-1,97,LOMBARD
70049521,1000003,-1,97,BARTLETT
70049522,10000,-1,1,LAKE IN THE H
70049522,10002,1,2,CHICAGO
70049522,10450,1,4,CRYSTAL LAKE
70049522,10451,1,4,CHICAGO
70049522,20002,2,2,ALGONQUIN
70049522,20003,2,3,CRYSTAL LAKE
70049522,1000001,-1,97,ALGONQUIN
70049522,1000002,-1,97,WOODSTOCK
70049524,10000,-1,1,WAUKEGAN
70049524,10002,1,2,WAUKEGAN
70049524,10003,1,3,WAUKEGAN
70049524,20002,2,2,LIBERTYVILLE
70049524,2000002,-1,97,KENOSHA
70049528,10000,-1,1,WHEATON
70049528,20002,2,2,WARRENVILLE
70049528,2000002,-1,97,WHEATON
70049528,2000003,-1,97,DOWNERS GROVE
70049529,10000,-1,1,CHANNAHON
70049529,10002,1,2,HINES
70049529,30002,3,2,MORRIS
70049529,2000007,-1,97,BENSENVILLE
70049529,2000008,-1,97,JOLIET
70049530,10000,-1,1,LAKE BLUFF
70049530,10002,1,2,LAKE FOREST
70049530,20002,2,2,LAKE FOREST
70049530,1000000,-1,97,LAKE FOREST
70049531,10000,-1,1,YORKVILLE
70049531,10003,1,3,ADDISON
70049531,20002,2,2,YORKVILLE
70049531,30003,3,3,YORKVILLE
70049531,40003,4,3,YORKVILLE
70049531,2000005,-1,100,PLANO
70049531,2000015,-1,100,YORKVILLE
70049531,2000016,-1,100,OSWEGO
70049531,2000018,-1,100,ROMEOVILLE
70049531,2000022,-1,100,OSWEGO
70049531,2000027,-1,97,YORKVILLE
70049531,2000028,-1,97,WESTMONT
70049531,3000001,-1,100,MONTGOMERY
70049531,3000004,-1,100,BATAVIA
70049531,3000005,-1,100,DOWNERS GROVE
70049531,3000006,-1,100,OSWEGO
70049531,3000008,-1,100,DOWNERS GROVE
70049531,3000010,-1,100,MONTGOMERY
70049531,3000012,-1,100,BRISTOL
70049531,3000013,-1,100,OSWEGO
70049531,3000014,-1,100,LISLE
70049531,3000015,-1,100,MONTGOMERY
70049531,3000016,-1,100,YORKVILLE
70049531,3000017,-1,100,BATAVIA
70049531,3000020,-1,100,BRISTOL
70049531,3000022,-1,100,ELK GROVE VIL
70049531,3000024,-1,100,YORKVILLE
70049531,3000025,-1,100,OSWEGO
70049531,3000028,-1,100,LISLE
70049531,3000029,-1,100,YORKVILLE
70049531,3000032,-1,100,DOWNERS GROVE
70049531,3000033,-1,100,OSWEGO
70049531,3000035,-1,100,YORKVILLE
70049531,3000036,-1,100,YORKVILLE
70049531,3000037,-1,100,OSWEGO
70049531,3000038,-1,100,YORKVILLE
70049531,3000042,-1,100,OSWEGO
70049531,3000043,-1,100,DOWNERS GROVE
70049531,3000044,-1,100,PLAINFIELD
70049531,3000045,-1,100,OSWEGO
70049531,3000047,-1,100,DOWNERS GROVE
70049531,3000049,-1,100,MONTGOMERY
70049532,10000,-1,1,AURORA
70049532,10002,1,2,BOLINGBROOK
70049532,20002,2,2,NAPERVILLE
70049532,20003,2,3,AURORA
70049532,2000016,-1,100,NAPERVILLE
70049532,2000017,-1,100,NAPERVILLE
70049532,2000018,-1,100,NAPERVILLE
70049532,2000019,-1,100,AURORA
70049535,10000,-1,1,ADDISON
70049535,10002,1,2,SCHAUMBURG
70049535,20002,2,2,OAK BROOK
70049535,30002,3,2,HINSDALE
70049535,1000000,-1,97,PARK RIDGE
70049538,10000,-1,1,YORKVILLE
70049538,20002,2,2,YORKVILLE
70049542,10000,-1,1,SOUTH ELGIN
70049542,10002,1,2,NAPERVILLE
70049542,20002,2,2,BATAVIA
70049542,30003,3,3,BATAVIA
70049542,2000003,-1,100,WEST CHICAGO
70049542,3000002,-1,100,WARRENVILLE
70049545,10000,-1,1,NAPERVILLE
70049545,10002,1,2,NAPERVILLE
70049545,30003,3,3,NAPERVILLE
70049545,40003,4,3,NAPERVILLE
70049545,50003,5,3,NAPERVILLE
70049545,2000009,-1,100,CEDAR RAPIDS
70049545,2000010,-1,100,CEDAR RAPIDS
